status,country,from_name,to_name,reason,score,occurrences,sample_files,,
approve,GER,Susen Losch,Susen Loesch,iof-fuzzy,dist=1 ratio=0.96,11,"2008/long.csv, 2008/relay.csv, 2008/sprint.csv, 2009/long.csv",,
approve,GER,Hanna Muller,Hanna Mueller,iof-fuzzy,dist=1 ratio=0.96,9,"2011/long.csv, 2011/relay.csv, 2011/sprint.csv, 2012/long.csv",,
approve,GER,Ellen Kluser,Ellen Klueser,iof-fuzzy,dist=1 ratio=0.96,8,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv, 2014/long.csv",,
approve,GER,Erik Dohler,Erik Doehler,iof-fuzzy,dist=1 ratio=0.96,6,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv, 2014/long.csv",,
approve,GER,Felix Spath,Felix Spaeth,iof-fuzzy,dist=1 ratio=0.96,5,"2007/long.csv, 2007/sprint.csv, 2009/long.csv, 2009/relay.csv",,
approve,GER,Dennis Brauer,Dennis Braeuer,iof-fuzzy,dist=1 ratio=0.96,2,"2015/long.csv, 2015/sprint.csv",,
approve,GER,Emil Friedlander,Emil Friedlaender,iof-fuzzy,dist=1 ratio=0.97,2,"2016/long.csv, 2016/sprint.csv",,
approve,GER,Dorothea Miller,Dorothea Mueller,iof-fuzzy,dist=1 ratio=0.97,1,2014/relay.csv,,
approve,HUN,Szalay Levente,Levente Szalay,iof-fuzzy,dist=0 ratio=1.00,2,"2017/long.csv, 2017/sprint.csv",,
approve,IRL,Kevin O'Boyle,Kevin O Boyle,iof-fuzzy,dist=1 ratio=0.92,5,"2007/long.csv, 2007/sprint.csv, 2008/long.csv, 2008/relay.csv",,
approve,IRL,Brien Daire O,Daire O Brien,iof-fuzzy,dist=0 ratio=1.00,3,"2021/long.csv, 2021/relay.csv, 2021/sprint.csv",,
approve,IRL,Niall Mc Carthy,Niall McCarthy,iof-fuzzy,dist=1 ratio=0.97,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,IRL,Josh O'Sullivan-Hourihan,Josh OSullivan Hourihan,iof-fuzzy,dist=2 ratio=0.94,2,"2010/long.csv, 2010/sprint.csv",,
approve,ITA,Mariani Francesco,Francesco Mariani,iof-fuzzy,dist=0 ratio=1.00,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,ITA,Bazan Alberto,Alberto Bazan,iof-fuzzy,dist=0 ratio=1.00,1,2017/sprint.csv,,
approve,MDA,Cabis Vladimir,Vladimir Cabis,iof-fuzzy,dist=0 ratio=1.00,2,"2017/long.csv, 2017/sprint.csv",,
approve,MDA,Cristian Betivu,Betivu Cristian,iof-fuzzy,dist=0 ratio=1.00,2,"2024/long.csv, 2024/sprint.csv",,
approve,NOR,Andreas Solberg,Andreas Soelberg,iof-fuzzy,dist=1 ratio=0.97,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,NOR,Gunvor Hov Hrydal,Gunvor Hov Hoydal,iof-fuzzy,dist=1 ratio=0.94,3,"2012/long.csv, 2012/relay.csv, 2012/sprint.csv",,
approve,NOR,Hakon Raadal Bjorlo,Haakon Raadal Bjoerlo,iof-fuzzy,dist=2 ratio=0.95,3,"2015/long.csv, 2015/relay.csv, 2015/sprint.csv",,
approve,NOR,Henrik Fredrikse Aas,Henrik Fredriksen Aas,iof-fuzzy,dist=1 ratio=0.98,3,"2018/long.csv, 2018/relay.csv, 2018/sprint.csv",,
approve,NOR,Vegard Guldbrandsen,Vegard Gulbrandsen,iof-fuzzy,dist=1 ratio=0.97,3,"2015/long.csv, 2015/relay.csv, 2015/sprint.csv",,
approve,NOR,Vegard Guldbransen,Vegard Gulbrandsen,iof-fuzzy,dist=1 ratio=0.97,3,"2016/long.csv, 2016/relay.csv, 2016/sprint.csv",,
approve,NOR,Eskild Kinneberg,Eskil Kinneberg,iof-fuzzy,dist=1 ratio=0.97,2,"2009/long.csv, 2009/sprint.csv",,
approve,NOR,Hov Hoydal Gunvor,Gunvor Hov Hoydal,iof-fuzzy,dist=0 ratio=1.00,2,"2011/long.csv, 2011/sprint.csv",,
approve,NOR,Kristoffer Strom Wik,Kristoffer Stromdal Wik,iof-fuzzy,dist=3 ratio=0.93,2,"2023/long.csv, 2023/relay.csv",,
approve,NOR,Mathias S Lillevold,Mathias S. Lillevold,iof-fuzzy,dist=1 ratio=0.97,2,"2010/long.csv, 2010/sprint.csv",,
approve,NOR,Sindre Rstgulen Deisz,Sindre Oestgulen Deisz,iof-fuzzy,dist=2 ratio=0.93,2,"2012/long.csv, 2012/sprint.csv",,
,POR,Tiago Pires,Tiago Aires,iof-fuzzy,dist=1 ratio=0.91,3,"2005/long.csv, 2005/relay.csv, 2005/sprint.csv",,
approve,ROU,Cosmin Georgescu,Georgescu Cosmin,iof-fuzzy,dist=0 ratio=1.00,6,"2006/long.csv, 2006/relay.csv, 2006/sprint.csv, 2007/long.csv",,
approve,ROU,Adela-Maria Galateanu,Adela Maria Galateanu,iof-fuzzy,dist=1 ratio=0.95,4,"2014/long.csv, 2014/sprint.csv, 2016/long.csv, 2016/sprint.csv",,
approve,SUI,Sven Hellmuller,Sven Hellmueller,iof-fuzzy,dist=1 ratio=0.97,12,"2010/long.csv, 2010/relay.csv, 2010/sprint.csv, 2011/long.csv",,
approve,SUI,Nicola Muller,Nicola Mueller,iof-fuzzy,dist=1 ratio=0.96,5,"2015/long.csv, 2015/relay.csv, 2015/sprint.csv, 2016/long.csv",,
approve,SUI,Ismael Rothlisberger,Ismael Roethlisberger,iof-fuzzy,dist=1 ratio=0.98,4,"2010/long.csv, 2010/relay.csv, 2010/sprint.csv, 2011/relay.csv",,
approve,SUI,Mattia Grundler,Mattia Gruendler,iof-fuzzy,dist=1 ratio=0.97,3,"2016/long.csv, 2016/relay.csv, 2016/sprint.csv",,
approve,SUI,Katrin Muller,Katrin Mueller,iof-fuzzy,dist=1 ratio=0.96,2,"2015/long.csv, 2015/sprint.csv",,
approve,SUI,Andreas Ruedlinger,Andreas Rueedlinger,iof-fuzzy,dist=1 ratio=0.97,1,2002/relay.csv,,
approve,SWE,Ludvig Lhlund,Ludvig Ahlund,iof-fuzzy,dist=1 ratio=0.92,3,"2012/long.csv, 2012/relay.csv, 2012/sprint.csv",,
approve,SWE,Moa Leijon-Lind,Moa Leijon Lind,iof-fuzzy,dist=1 ratio=0.93,3,"2012/long.csv, 2012/relay.csv, 2012/sprint.csv",,
approve,SWE,Petter Eriksson,Peter Eriksson,iof-fuzzy,dist=1 ratio=0.97,3,"2006/long.csv, 2006/relay.csv, 2006/sprint.csv",,
approve,SWE,Johanna Kallvik Leufven,Johanna Kaellvik Leufven,iof-fuzzy,dist=1 ratio=0.98,2,"2017/long.csv, 2017/sprint.csv",,
approve,SWE,Max Peter Beijmer,Max Peter Bejmer,iof-fuzzy,dist=1 ratio=0.97,2,"2010/long.csv, 2010/sprint.csv",,
approve,SWE,Beijmer Max Peter,Max Peter Bejmer,iof-fuzzy,dist=1 ratio=0.97,1,2010/relay.csv,,
approve,UKR,Mariya Tymoshchuk,Mariia Tymoshchuk,iof-fuzzy,dist=1 ratio=0.94,7,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv, 2015/long.csv",,
approve,UKR,Kobets Svitlana,Svitlana Kobets,iof-fuzzy,dist=0 ratio=1.00,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,UKR,Olena Fedorova,Olena Fedorovska,iof-fuzzy,dist=2 ratio=0.93,3,"2010/long.csv, 2010/relay.csv, 2010/sprint.csv",,
approve,UKR,Kostyantyn Shchukin,Kostiantyn Shchukin,iof-fuzzy,dist=1 ratio=0.95,1,2008/long.csv,,
approve,AUT,Agnes Harreiter,Agnes Harreither,internal,majority-vote,3,"2005/long.csv, 2005/relay.csv, 2005/sprint.csv",,
approve,AUT,Jandl Florian,Florian Jandl,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,AUT,Kastner Maya,Maya Kastner,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,AUT,Maier Marie,Marie Maier,internal,majority-vote,3,"2018/long.csv, 2018/relay.csv, 2018/sprint.csv",,
approve,AUT,Wolfram Jakob,Jakob Wolfram,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,AUT,Erns Bosina,Ernst Bosina,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,AUT,Trummer Kilian,Kilian Trummer,internal,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,AUT,Trummer Rosa,Rosa Trummer,internal,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,AUT,Wofgang Siegert,Wolfgang Siegert,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,AUT,Bauer Julia,Julia Bauer,internal,majority-vote,1,2010/relay.csv,,
approve,AUT,Christia Wartbichler,Christian Wartbichler,internal,majority-vote,1,2005/relay.csv,,
approve,AUT,Elstner Laurenz,Laurenz Elstner,internal,majority-vote,1,2010/relay.csv,,
approve,AUT,Scharnagl Lukas,Lukas Scharnagl,internal,majority-vote,1,2010/relay.csv,,
approve,AUT,Ulla Mayhofer,Ulla Mayrhofer,internal,majority-vote,1,2007/long.csv,,
approve,AUT,Valetin Angermann,Valentin Angermann,internal,majority-vote,1,2026/relay.csv,,
approve,BEL,Amerijckx Cedric,Cedric Amerijckx,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,BEL,Arno Simon,Simon Arno,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,BEL,Eyen Guillaume,Guillaume Eyen,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,BEL,Defraigne Sandrine,Sandrine Defraigne,internal,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,BEL,Keuppens Kato,Kato Keuppens,internal,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,BLR,Anna Batsian,Hanna Batsian,internal,majority-vote,3,"2003/long.csv, 2003/relay.csv, 2003/sprint.csv",,
approve,BLR,Karyna Karauchanka,Karyna Krauchanka,internal,majority-vote,3,"2016/long.csv, 2016/relay.csv, 2016/sprint.csv",,
approve,BLR,Mozhar Viktoryia,Viktoryia Mozhar,internal,majority-vote,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,BLR,Ilkevich Anastasiya,Anastasiya Ilkevich,internal,majority-vote,2,"2013/long.csv, 2013/relay.csv",,
approve,BLR,Ruslan Vaitsekhovich,Ruslan Voitsekhovich,internal,majority-vote,2,"2004/long.csv, 2004/sprint.csv",,
approve,BLR,Aliaksandr Furik,Aliaksandr Furyk,internal,majority-vote,1,2021/long.csv,,
approve,BLR,Anastasiy Sakalova,Anastasiya Sakalova,internal,majority-vote,1,2003/relay.csv,,
approve,BLR,Nastsi Klapouskaya,Nastsia Klapouskaya,internal,majority-vote,1,2003/relay.csv,,
approve,BLR,Rusl Voitsekhovich,Ruslan Voitsekhovich,internal,majority-vote,1,2003/relay.csv,,
approve,BLR,Ruslan Voiisekhovich,Ruslan Voitsekhovich,internal,majority-vote,1,2002/sprint.csv,,
approve,BLR,Sofia Karelina,Sofya Karelina,internal,majority-vote,1,2021/long.csv,,
approve,BLR,Timofe Alekseyonok,Timofei Alekseyonok,internal,majority-vote,1,2016/relay.csv,,
approve,BLR,Uladzisl Viarynski,Uladzislau Viarynski,internal,majority-vote,1,2016/relay.csv,,
approve,BLR,Uladzislau Viarynsk,Uladzislau Viarynski,internal,majority-vote,1,2017/relay.csv,,
approve,BUL,Antonia Grigorova,Antoniya Grigorova,internal,majority-vote,3,"2003/long.csv, 2003/relay.csv, 2003/sprint.csv",,
approve,BUL,Dimitar Zhelyazkov,Dimitar Zheliazkov,internal,majority-vote,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,BUL,Stefan Mihailov,Stefan Mihaylov,internal,majority-vote,3,"2014/long.csv, 2014/relay.csv, 2014/sprint.csv",,
approve,BUL,Valentin Neikov,Valentin Neykov,internal,majority-vote,3,"2016/long.csv, 2016/relay.csv, 2016/sprint.csv",,
approve,BUL,Valeria Staneva,Valeriya Staneva,internal,majority-vote,3,"2008/long.csv, 2008/relay.csv, 2008/sprint.csv",,
approve,BUL,Yveta Zasheva,Iveta Zasheva,internal,majority-vote,3,"2012/long.csv, 2012/relay.csv, 2012/sprint.csv",,
approve,BUL,Lvaylo Petkov,Ivaylo Petkov,internal,majority-vote,1,2014/relay.csv,,
approve,BUL,Mariya Dermendzhiev,Mariya Dermendzhieva,internal,majority-vote,1,2017/relay.csv,,
approve,BUL,Plamen Georgev,Plamen Georgiev,internal,majority-vote,1,2016/relay.csv,,
approve,BUL,Stanimi Belomazhev,Stanimir Belomazhev,internal,majority-vote,1,2003/relay.csv,,
approve,BUL,Viktor Keremidchieva,Viktoriya Keremidchieva,internal,majority-vote,1,2005/relay.csv,,
approve,CRO,Marija Cajko,Marija Eajko,internal,majority-vote,2,"2006/long.csv, 2006/sprint.csv",,
approve,CRO,Lva Lovrec,Iva Lovrec,internal,majority-vote,1,2014/relay.csv,,
approve,CZE,Adela Jakobova,Adelka Jakobova,internal,majority-vote,3,"2006/long.csv, 2006/relay.csv, 2006/sprint.csv",,
approve,CZE,Stipan Zimmermann,Stepan Zimmermann,internal,majority-vote,3,"2006/relay.csv, 2007/long.csv, 2007/sprint.csv",,
approve,CZE,Ondoej Kantor,Ondrej Kantor,internal,majority-vote,2,"2007/long.csv, 2007/sprint.csv",,
approve,CZE,Vira Madlova,Vera Madlova,internal,majority-vote,2,"2007/long.csv, 2007/sprint.csv",,
approve,CZE,Adela Indrakova,Adelka Indrakova,internal,majority-vote,1,2007/relay.csv,,
approve,CZE,Dusilek Adam,Adam Dusilek,internal,majority-vote,1,2007/relay.csv,,
approve,CZE,Zdenek Rajnosek,Zdenek Rajnousek,internal,majority-vote,1,2003/relay.csv,,
approve,DEN,Nikoline Tillingsoe,Nikoline Tillingsre,internal,majority-vote,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,DEN,Annika Gautschi Simons,Annika Gautschi Simonsen,internal,majority-vote,2,"2015/long.csv, 2015/sprint.csv",,
approve,DEN,Caroline Finderup Jensen,Caroline Finderup ,internal,majority-vote,1,2015/relay.csv,,
approve,DEN,Caroline Finderup Jense,Caroline Finderup ,internal,majority-vote,1,"2015/sprint.csv, 2015/long.csv",,
approve,DEN,Joakim Sehested Die,Joakim Sehested Sie,internal,majority-vote,1,2010/relay.csv,,
approve,DEN,Mikke Holm Nielsen,Mikkel Holm Nielsen,internal,majority-vote,1,2016/relay.csv,,
approve,DEN,Thor Nrrskov,Thor Norskov,internal,majority-vote,1,2010/sprint.csv,,
approve,ESP,Anna Illa Camps,Ana Illa Camps,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,ESP,Gil Sanchez Alicia,Alicia Gil Sanchez,internal,majority-vote,3,"2003/long.csv, 2003/relay.csv, 2003/sprint.csv",,
approve,ESP,Montero Carceles Elmar,Elmar Montero Carceles,internal,majority-vote,3,"2011/long.csv, 2011/relay.csv, 2011/sprint.csv",,
approve,ESP,Raul Sanjun Juan,Raul Sanjuan Juan,internal,majority-vote,3,"2016/long.csv, 2016/relay.csv, 2016/sprint.csv",,
approve,ESP,Torras Bernat Selva,Bernat Selva Torras,internal,majority-vote,3,"2021/long.csv, 2021/relay.csv, 2021/sprint.csv",,
approve,ESP,Guillen Escriba Andrea,Andrea Guillen Escriba,internal,majority-vote,2,"2011/long.csv, 2011/sprint.csv",,
approve,ESP,Inmaculada Crespo Gonzalez,Inmaculada Crespo,internal,majority-vote,2,"2016/long.csv, 2016/sprint.csv",,
approve,ESP,Inmaculada Crespo Gonzale,Inmaculada Crespo,internal,majority-vote,2,manual,,
approve,ESP,Jesus Rodriguez Corroc,Jesus Rodriguez Corrochano,internal,majority-vote,2,"2015/long.csv, 2015/sprint.csv",,
approve,ESP,Jesus Rodriguez Corrochan,Jesus Rodriguez Corrochano,internal,majority-vote,2,"2014/long.csv, 2014/sprint.csv",,
approve,ESP,Laura Tortosa Galvan,Laura Galvan Tortosa,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,ESP,Navarro Cutillas Fco. M.,Francisco Navarro Cutillas,manual,majority-vote,2,"2004/long.csv, 2004/sprint.csv",,
approve,ESP,Navarro Cutillas Fco.,Francisco Navarro Cutillas,manual,majority-vote,2,"2004/long.csv, 2004/sprint.csv",,
approve,ESP,Fra Navarro Cutillas,Francisco Navarro Cutillas,manual,majority-vote,2,"2004/long.csv, 2004/sprint.csv",,
approve,ESP,Fco. M. Navarro Cutillas,Francisco Navarro Cutillas,manual,majority-vote,2,"2004/long.csv, 2004/sprint.csv",,
approve,ESP,Pedro Estangegaard Perez,Pedro Stangegaard Perez,manual,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,ESP,Pedro Stangegaard P,Pedro Stangegaard Perez,manual,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,ESP,Estangegaard Perez,Pedro Stangegaard Perez,manual,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,ESP,Rafols Perramon Ona,Ona Rafols Perramon,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,ESP,Rico Mira Nestor,Nestor Rico Mira,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,ESP,Sanchez Serrano Luis,Luis Sanchez Serrano,internal,majority-vote,2,"2011/long.csv, 2011/relay.csv",,
approve,ESP,Martin de Los Rios de la,Silvia Martin de los Rios,internal,majority-vote,2,"2010/long.csv, 2010/relay.csv",,
approve,ESP,Martin de Los Rios Silvia,Silvia Martin de los Rios,internal,majority-vote,2,"2010/long.csv, 2010/relay.csv",,
approve,ESP,Sofia Berenguer Sanchi,Sofia Berenguer Sanchis,internal,majority-vote,2,"2012/long.csv, 2012/sprint.csv",,
approve,ESP,A Martin-Albo Rodriguez-E,Ana Martin-Albo Rodriguez,internal,majority-vote,1,2010/sprint.csv,,
approve,ESP,Ana Martin-Albo Rodriguez-,Ana Martin-Albo Rodriguez,internal,majority-vote,1,2010/sprint.csv,,
approve,ESP,Alfr Renzullo Marfil,Alfredo Renzullo Marfil,internal,majority-vote,1,2005/relay.csv,,
approve,ESP,Ana Illa Cams,Ana Illa Camps,internal,majority-vote,1,2015/sprint.csv,,
approve,ESP,Carl Guillen Escriba,Carla Guillen Escriba,internal,majority-vote,1,2005/relay.csv,,
approve,ESP,Dani Portal Gordillo,Daniel Portal Gordillo,internal,majority-vote,1,2005/relay.csv,,
approve,ESP,Dieg Rodriguez Corrochano,Diego Rodriguez Corrochano,internal,majority-vote,1,2010/sprint.csv,,
approve,ESP,Fco. M. Navarro Cutillas,Navarro Cutillas Fco.,internal,majority-vote,1,2004/relay.csv,,
approve,ESP,Gustav Wiren Gonzal,Gustav Wiren Gonzalez,internal,majority-vote,1,2017/relay.csv,,
approve,ESP,Jesuis Rodriguez Corro,Jesus Rodriguez Corrochano,internal,majority-vote,1,2012/long.csv,,
approve,ESP,Jesuis Rodriguez Corroc,Jesus Rodriguez Corrochano,manual,majority-vote,1,2012/long.csv,,
approve,ESP,Jesus Rodriguez Corrocha,Jesus Rodriguez Corrochano,internal,majority-vote,1,2015/relay.csv,,
approve,ESP,Jorge Gracia Ochotoren,Jorge Gracia Ochotorena,manual,majority-vote,1,2015/relay.csv,,
approve,ESP,Jua Cornejo Garcia,Juan Cornejo Garcia,internal,majority-vote,1,2016/relay.csv,,
approve,ESP,Iglesias Ayllon Juan D.,Juan D. Iglesias Ayllon,manual,majority-vote,1,2004/relay.csv,,
approve,ESP,Lau Tortosa Galvan,Laura Galvan Tortosa,internal,majority-vote,1,2003/relay.csv,,
approve,ESP,Laur Andres Arnaiz,Laura Andres Arnaiz,internal,majority-vote,1,2016/relay.csv,,
approve,ESP,Manuel Merida Sanchis Juan,Juan Manuel Merida Sanchis,internal,majority-vote,1,2007/relay.csv,,
approve,ESP,Maria Cornejo Garcia,Marina Cornejo Garcia,internal,majority-vote,1,2014/relay.csv,,
approve,ESP,Rafol Perramon Ona,Ona Rafols Perramon,internal,majority-vote,1,2003/relay.csv,,
approve,EST,Aleksandr Shved,Aleksander Shved,internal,majority-vote,3,"2010/long.csv, 2010/relay.csv, 2010/sprint.csv",,
approve,EST,Lauri Malsroob,Lauri Malsroos,internal,majority-vote,2,"2003/long.csv, 2003/sprint.csv",,
approve,EST,Janelk Piirisild,Janek Piirisild,internal,majority-vote,1,2014/relay.csv,,
approve,EST,Markus Pousepp,Markus Puusepp,internal,majority-vote,1,2002/long.csv,,
approve,EST,Tais Leotenko,Tais Leontenko,internal,majority-vote,1,2003/relay.csv,,
approve,EST,Tomi-Andr Piirmets,Tomi-Andre Piirmets,internal,majority-vote,1,2016/relay.csv,,
approve,FRA,Erbland Pierre,Pierre Erbland,internal,majority-vote,3,"2017/long.csv, 2017/relay.csv, 2017/sprint.csv",,
approve,FRA,Perrine Obsetard,Perrine Obstetar,internal,majority-vote,3,"2005/long.csv, 2005/relay.csv, 2005/sprint.csv",,
approve,FRA,Thibault Poupart,Thibault Poupard,manual,majority-vote,3,"2007/long.csv, 2007/relay.csv, 2007/sprint.csv",,
approve,FRA,Vincent Avendikian,Vincent Avedikian,internal,majority-vote,3,"2009/long.csv, 2009/relay.csv, 2009/sprint.csv",,
approve,FRA,Dudoignon Marine,Marine Dudoignon,internal,majority-vote,2,"2017/long.csv, 2017/sprint.csv",,
approve,FRA,Chatelain Eloise,Eloise Chatelain,internal,majority-vote,2,"2016/long.csv, 2016/sprint.csv",,
approve,FRA,Lea Vercelotti,Lea Vercellotti,internal,majority-vote,2,"2007/long.csv, 2007/sprint.csv",,
approve,FRA,Lucille Girard,Lucile Girard,internal,majority-vote,2,"2013/long.csv, 2013/sprint.csv",,
approve,FRA,Raoxane Maine,Roxane Maine,internal,majority-vote,2,"2007/relay.csv, 2007/sprint.csv",,
approve,FRA,Toussaint Perrine,Perrine Toussaint,internal,majority-vote,2,"2017/long.csv, 2017/relay.csv",,
approve,FRA,Capuci Vercellotti,Capucine Vercellotti,internal,majority-vote,1,2003/relay.csv,,
approve,FRA,Joseph Feneulil,Joseph Feneuil,internal,majority-vote,1,2006/sprint.csv,,
approve,FRA,Karin D Harreville,Karine D Harreville,internal,majority-vote,1,2003/relay.csv,,
approve,FRA,Magali Cordeiro-Mendes,Magalie Cordeiro-Mendes,internal,majority-vote,1,2007/long.csv,,
approve,FRA,Magalie Cordeiro Mende,Magalie Cordeiro-Mendes,internal,majority-vote,1,2008/long.csv,,
approve,FRA,Magalie Cordeiro Mendes,Magalie Cordeiro-Mendes,internal,majority-vote,1,2008/sprint.csv,,
approve,FRA,Solcne Droin,Solene Droin,internal,majority-vote,1,2014/relay.csv,,
approve,GBR,Carter-Davies Megan,Megan Carter-Davies,internal,majority-vote,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,GBR,Jones Sarah,Sarah Jones,internal,majority-vote,3,"2013/long.csv, 2013/relay.csv, 2013/sprint.csv",,
approve,GBR,Joanna Sherperd,Joanna Shepherd,internal,majority-vote,1,2010/relay.csv,,
approve,GBR,Willam Rigg,William Rigg,internal,majority-vote,1,2014/relay.csv,,
approve,GER,Jannika Wetzel,Jannika Wetzlel,internal,majority-vote,3,"2026/long.csv, 2026/relay.csv, 2026/sprint.csv",,
approve,GER,Philipp Muller,Philipp Mueller,internal,majority-vote,3,"2003/long.csv, 2003/relay.csv, 2003/sprint.csv",,
approve,GER,Ann-Charlotte Spangenb,Ann-Charlotte Spangenberg,internal,majority-vote,2,"2015/long.csv, 2015/sprint.csv",,
approve,GER,Ann-Ch Spangenberg,Ann-Charlotte Spangenberg,manual,majority-vote,2,"2015/long.csv, 2015/sprint.csv",,
approve,GER,Charlott Leonhardt,Charlotte Leonhardt,internal,majority-vote,1,2016/relay.csv,,
approve,GER,Christop Mikuschek,Christoph Mikuschek,internal,majority-vote,1,2003/relay.csv,,
approve,GER,Friedric von Uckro,Friedrich von Uckro,internal,majority-vote,1,2016/relay.csv,,
approve,GER,Mare Lehner,Marei Lehner,internal,majority-vote,1,2016/sprint.csv,,
approve,GER,Sylvia Rossberg,Sylva Rossberg,internal,majority-vote,1,2007/sprint.csv,,
approve,GER,Wieland Kundish,Wieland Kundisch,internal,majority-vote,1,2003/relay.csv,,
approve,HUN,Csenge Viniczzai,Csenge Viniczai,internal,majority-vote,3,"2012/long.csv, 2012/relay.csv, 2012/sprint.csv",,
